frame.number,frame.time_epoch,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,ip.ttl,tcp.flags
"4797","1411632951.328232000","654","155.158.170.9","37.187.81.8","62219","443","118","24"
"4798","1411632951.328848000","128","37.187.81.8","155.158.170.9","443","62209","64","24"
"4799","1411632951.329561000","1516","37.187.81.8","155.158.170.9","443","62219","64","16"
"4800","1411632951.329581000","235","37.187.81.8","155.158.170.9","443","62219","64","24"
"4801","1411632951.334163000","538","37.187.81.8","155.158.170.9","443","62217","64","24"
"4802","1411632951.341533000","654","155.158.170.9","37.187.81.8","62216","443","118","24"
"4803","1411632951.348725000","1516","37.187.81.8","155.158.170.9","443","62216","64","16"
"4804","1411632951.348924000","1516","37.187.81.8","155.158.170.9","443","62216","64","16"
"4805","1411632951.348988000","435","37.187.81.8","155.158.170.9","443","62216","64","24"
"4806","1411632951.358641000","654","155.158.170.9","37.187.81.8","62218","443","118","24"
"4807","1411632951.359428000","1516","37.187.81.8","155.158.170.9","443","62218","64","16"
"4808","1411632951.359456000","195","37.187.81.8","155.158.170.9","443","62218","64","24"
"4809","1411632951.360704000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4810","1411632951.362177000","651","155.158.170.9","37.187.81.8","62215","443","118","24"
"4811","1411632951.363195000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4812","1411632951.363250000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4813","1411632951.363262000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4814","1411632951.363277000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4815","1411632951.363294000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4816","1411632951.363326000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4817","1411632951.363343000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4818","1411632951.363381000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4819","1411632951.363397000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4820","1411632951.363413000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4821","1411632951.363423000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4822","1411632951.363455000","719","37.187.81.8","155.158.170.9","443","62215","64","24"
"4823","1411632951.368053000","656","155.158.170.9","37.187.81.8","62209","443","118","24"
"4824","1411632951.368087000","56","37.187.81.8","155.158.170.9","443","62209","64","16"
"4825","1411632951.368126000","56","155.158.170.9","37.187.81.8","62219","443","118","16"
"4826","1411632951.368919000","1516","37.187.81.8","155.158.170.9","443","62209","64","16"
"4827","1411632951.368995000","1516","37.187.81.8","155.158.170.9","443","62209","64","16"
"4828","1411632951.369025000","1077","37.187.81.8","155.158.170.9","443","62209","64","24"
"4829","1411632951.369393000","655","155.158.170.9","37.187.81.8","62219","443","118","24"
"4830","1411632951.369904000","665","37.187.81.8","155.158.170.9","443","62219","64","24"
"4831","1411632951.371058000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4832","1411632951.371106000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4833","1411632951.373335000","655","155.158.170.9","37.187.81.8","62217","443","118","24"
"4834","1411632951.373997000","1516","37.187.81.8","155.158.170.9","443","62217","64","16"
"4835","1411632951.374023000","269","37.187.81.8","155.158.170.9","443","62217","64","24"
"4836","1411632951.388064000","56","155.158.170.9","37.187.81.8","62216","443","118","16"
"4837","1411632951.392232000","660","155.158.170.9","37.187.81.8","62216","443","118","24"
"4838","1411632951.393021000","1401","37.187.81.8","155.158.170.9","443","62216","64","24"
"4839","1411632951.397876000","56","155.158.170.9","37.187.81.8","62218","443","118","16"
"4840","1411632951.399255000","658","155.158.170.9","37.187.81.8","62218","443","118","24"
"4841","1411632951.400149000","1516","37.187.81.8","155.158.170.9","443","62218","64","16"
"4842","1411632951.400177000","491","37.187.81.8","155.158.170.9","443","62218","64","24"
"4843","1411632951.404570000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4844","1411632951.404623000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4845","1411632951.404707000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4846","1411632951.404737000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4847","1411632951.404750000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4848","1411632951.404765000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4849","1411632951.404780000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4850","1411632951.404795000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4851","1411632951.404809000","1516","37.187.81.8","155.158.170.9","443","62215","64","24"
"4852","1411632951.404842000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4853","1411632951.404889000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4854","1411632951.404917000","409","37.187.81.8","155.158.170.9","443","62215","64","24"
"4855","1411632951.405260000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4856","1411632951.405301000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4857","1411632951.405309000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4858","1411632951.405317000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4859","1411632951.407861000","56","155.158.170.9","37.187.81.8","62209","443","118","16"
"4860","1411632951.409990000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4861","1411632951.410099000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4862","1411632951.410176000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4863","1411632951.410191000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4864","1411632951.412512000","56","155.158.170.9","37.187.81.8","62217","443","118","16"
"4865","1411632951.420894000","658","155.158.170.9","37.187.81.8","62217","443","118","24"
"4866","1411632951.421186000","659","155.158.170.9","37.187.81.8","62209","443","118","24"
"4867","1411632951.421734000","1421","37.187.81.8","155.158.170.9","443","62217","64","24"
"4868","1411632951.421948000","1408","37.187.81.8","155.158.170.9","443","62209","64","24"
"4869","1411632951.438519000","56","155.158.170.9","37.187.81.8","62218","443","118","16"
"4870","1411632951.455999000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4871","1411632951.456048000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4872","1411632951.456095000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4873","1411632951.456115000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4874","1411632951.456143000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4875","1411632951.456176000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4876","1411632951.456247000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4877","1411632951.456268000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4878","1411632951.456299000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4879","1411632951.456365000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4880","1411632951.456451000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4881","1411632951.456472000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4882","1411632951.456558000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4883","1411632951.456616000","1516","37.187.81.8","155.158.170.9","443","62215","64","24"
"4884","1411632951.457062000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4885","1411632951.457149000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4886","1411632951.457178000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4887","1411632951.457208000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4888","1411632951.457288000","762","37.187.81.8","155.158.170.9","443","62215","64","24"
"4889","1411632951.458062000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4890","1411632951.458122000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4891","1411632951.458152000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4892","1411632951.467799000","56","155.158.170.9","37.187.81.8","62219","443","118","16"
"4893","1411632951.479247000","56","37.187.81.8","155.158.170.9","80","62204","64","17"
"4894","1411632951.486823000","56","155.158.170.9","37.187.81.8","62216","443","118","16"
"4895","1411632951.487001000","56","155.158.170.9","37.187.81.8","62209","443","118","16"
"4896","1411632951.502033000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4897","1411632951.502119000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4898","1411632951.502163000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4899","1411632951.502183000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4900","1411632951.502224000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4901","1411632951.502239000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4902","1411632951.502259000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4903","1411632951.502300000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4904","1411632951.502332000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4905","1411632951.502392000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4906","1411632951.502440000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4907","1411632951.502455000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4908","1411632951.502473000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4909","1411632951.502527000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4910","1411632951.502559000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4911","1411632951.502572000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4912","1411632951.502585000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4913","1411632951.502654000","1516","37.187.81.8","155.158.170.9","443","62215","64","24"
"4914","1411632951.502709000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4915","1411632951.502951000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4916","1411632951.502992000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4917","1411632951.503022000","762","37.187.81.8","155.158.170.9","443","62215","64","24"
"4918","1411632951.503906000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4919","1411632951.503955000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4920","1411632951.510184000","56","155.158.170.9","37.187.81.8","62217","443","118","16"
"4921","1411632951.516932000","56","155.158.170.9","37.187.81.8","62204","80","118","16"
"4922","1411632951.543562000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4923","1411632951.543604000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4924","1411632951.543640000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4925","1411632951.543660000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4926","1411632951.543685000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4927","1411632951.543718000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4928","1411632951.543904000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4929","1411632951.543944000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4930","1411632951.543972000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4931","1411632951.546770000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4932","1411632951.546811000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4933","1411632951.546853000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4934","1411632951.546905000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4935","1411632951.546949000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4936","1411632951.546963000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4937","1411632951.547000000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4938","1411632951.547230000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4939","1411632951.547252000","1516","37.187.81.8","155.158.170.9","443","62215","64","16"
"4940","1411632951.547471000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4941","1411632951.547494000","589","37.187.81.8","155.158.170.9","443","62215","64","24"
"4942","1411632951.583717000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4943","1411632951.584057000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4944","1411632951.587332000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4945","1411632951.587568000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4946","1411632956.024021000","56","155.158.170.9","37.187.81.8","62204","80","118","17"
"4947","1411632956.024046000","56","37.187.81.8","155.158.170.9","80","62204","64","16"
"4948","1411632956.370181000","87","37.187.81.8","155.158.170.9","443","62219","64","24"
"4949","1411632956.370257000","56","37.187.81.8","155.158.170.9","443","62219","64","17"
"4950","1411632956.396539000","87","37.187.81.8","155.158.170.9","443","62216","64","24"
"4951","1411632956.396606000","56","37.187.81.8","155.158.170.9","443","62216","64","17"
"4952","1411632956.405283000","87","37.187.81.8","155.158.170.9","443","62218","64","24"
"4953","1411632956.405360000","56","37.187.81.8","155.158.170.9","443","62218","64","17"
"4954","1411632956.408574000","56","155.158.170.9","37.187.81.8","62219","443","118","16"
"4955","1411632956.425505000","87","37.187.81.8","155.158.170.9","443","62217","64","24"
"4956","1411632956.425575000","56","37.187.81.8","155.158.170.9","443","62217","64","17"
"4957","1411632956.425659000","87","37.187.81.8","155.158.170.9","443","62209","64","24"
"4958","1411632956.425703000","56","37.187.81.8","155.158.170.9","443","62209","64","17"
"4959","1411632956.434614000","56","155.158.170.9","37.187.81.8","62216","443","118","16"
"4960","1411632956.443275000","56","155.158.170.9","37.187.81.8","62218","443","118","16"
"4961","1411632956.509659000","87","37.187.81.8","155.158.170.9","443","62215","64","24"
"4962","1411632956.509769000","56","37.187.81.8","155.158.170.9","443","62215","64","17"
"4963","1411632956.536789000","56","155.158.170.9","37.187.81.8","62217","443","118","16"
"4964","1411632956.537008000","56","155.158.170.9","37.187.81.8","62209","443","118","16"
"4965","1411632956.548992000","56","155.158.170.9","37.187.81.8","62215","443","118","16"
"4966","1411632956.771975000","56","155.158.170.9","37.187.81.8","62219","443","118","17"
"4967","1411632956.772042000","56","37.187.81.8","155.158.170.9","443","62219","64","16"
"4968","1411632956.772053000","56","155.158.170.9","37.187.81.8","62216","443","118","17"
"4969","1411632956.772074000","56","37.187.81.8","155.158.170.9","443","62216","64","16"
"4970","1411632956.772238000","56","155.158.170.9","37.187.81.8","62218","443","118","17"
"4971","1411632956.772272000","56","155.158.170.9","37.187.81.8","62209","443","118","17"
"4972","1411632956.772280000","56","37.187.81.8","155.158.170.9","443","62209","64","16"
"4973","1411632956.772267000","56","37.187.81.8","155.158.170.9","443","62218","64","16"
"4974","1411632956.772515000","56","155.158.170.9","37.187.81.8","62217","443","118","17"
"4975","1411632956.772540000","56","37.187.81.8","155.158.170.9","443","62217","64","16"
"4976","1411632956.772723000","56","155.158.170.9","37.187.81.8","62215","443","118","17"
"4977","1411632956.772757000","56","37.187.81.8","155.158.170.9","443","62215","64","16"
"4978","1411632956.774136000","68","155.158.170.9","37.187.81.8","62221","443","118","2"
"4979","1411632956.774171000","68","37.187.81.8","155.158.170.9","443","62221","64","18"
"4980","1411632956.811835000","56","155.158.170.9","37.187.81.8","62221","443","118","16"
"4981","1411632956.812245000","573","155.158.170.9","37.187.81.8","62221","443","118","24"
"4982","1411632956.812269000","56","37.187.81.8","155.158.170.9","443","62221","64","16"
"4983","1411632956.812638000","200","37.187.81.8","155.158.170.9","443","62221","64","24"
"4984","1411632956.852940000","107","155.158.170.9","37.187.81.8","62221","443","118","24"
"4985","1411632956.853145000","56","155.158.170.9","37.187.81.8","62221","443","118","17"
"4986","1411632956.853191000","87","37.187.81.8","155.158.170.9","443","62221","64","24"
"4987","1411632956.853247000","56","37.187.81.8","155.158.170.9","443","62221","64","17"
"4988","1411632956.856134000","68","155.158.170.9","37.187.81.8","62222","443","118","2"
"4989","1411632956.856184000","68","37.187.81.8","155.158.170.9","443","62222","64","18"
"4990","1411632956.891274000","56","155.158.170.9","37.187.81.8","62221","443","118","20"
"4991","1411632956.893797000","56","155.158.170.9","37.187.81.8","62222","443","118","16"
"4992","1411632956.894151000","573","155.158.170.9","37.187.81.8","62222","443","118","24"
"4993","1411632956.894204000","56","37.187.81.8","155.158.170.9","443","62222","64","16"
"4994","1411632956.894605000","200","37.187.81.8","155.158.170.9","443","62222","64","24"
"4995","1411632956.932953000","107","155.158.170.9","37.187.81.8","62222","443","118","24"
"4996","1411632956.933519000","901","155.158.170.9","37.187.81.8","62222","443","118","24"
"4997","1411632956.933555000","56","37.187.81.8","155.158.170.9","443","62222","64","16"
"4998","1411632957.091753000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"4999","1411632957.091894000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5000","1411632957.091924000","124","37.187.81.8","155.158.170.9","443","62222","64","24"
"5001","1411632957.130882000","56","155.158.170.9","37.187.81.8","62222","443","118","16"
"5002","1411632957.199983000","696","155.158.170.9","37.187.81.8","62222","443","118","24"
"5003","1411632957.230693000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5004","1411632957.230782000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5005","1411632957.230802000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5006","1411632957.230833000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5007","1411632957.230856000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5008","1411632957.230878000","1261","37.187.81.8","155.158.170.9","443","62222","64","24"
"5009","1411632957.231073000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5010","1411632957.231098000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5011","1411632957.231140000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5012","1411632957.231173000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5013","1411632957.271416000","56","155.158.170.9","37.187.81.8","62222","443","118","16"
"5014","1411632957.271511000","1430","37.187.81.8","155.158.170.9","443","62222","64","24"
"5015","1411632957.271611000","56","155.158.170.9","37.187.81.8","62222","443","118","16"
"5016","1411632957.366195000","56","155.158.170.9","37.187.81.8","62222","443","118","16"
"5017","1411632958.478394000","712","155.158.170.9","37.187.81.8","62222","443","118","24"
"5018","1411632958.519015000","56","37.187.81.8","155.158.170.9","443","62222","64","16"
"5019","1411632958.591433000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5020","1411632958.591492000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5021","1411632958.591512000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5022","1411632958.591568000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5023","1411632958.591591000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5024","1411632958.591645000","1299","37.187.81.8","155.158.170.9","443","62222","64","24"
"5025","1411632958.591732000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5026","1411632958.591756000","1045","37.187.81.8","155.158.170.9","443","62222","64","24"
"5027","1411632958.631513000","56","155.158.170.9","37.187.81.8","62222","443","118","16"
"5028","1411632958.631772000","56","155.158.170.9","37.187.81.8","62222","443","118","16"
"5029","1411632958.682567000","622","155.158.170.9","37.187.81.8","62222","443","118","24"
"5030","1411632958.682595000","56","37.187.81.8","155.158.170.9","443","62222","64","16"
"5031","1411632958.683485000","68","155.158.170.9","37.187.81.8","62223","443","118","2"
"5032","1411632958.683534000","68","37.187.81.8","155.158.170.9","443","62223","64","18"
"5033","1411632958.685036000","68","155.158.170.9","37.187.81.8","62224","443","118","2"
"5034","1411632958.685071000","68","37.187.81.8","155.158.170.9","443","62224","64","18"
"5035","1411632958.685796000","68","155.158.170.9","37.187.81.8","62225","443","118","2"
"5036","1411632958.685831000","68","37.187.81.8","155.158.170.9","443","62225","64","18"
"5037","1411632958.685892000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5038","1411632958.685950000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5039","1411632958.686157000","682","37.187.81.8","155.158.170.9","443","62222","64","24"
"5040","1411632958.693847000","68","155.158.170.9","37.187.81.8","62226","443","118","2"
"5041","1411632958.693950000","68","37.187.81.8","155.158.170.9","443","62226","64","18"
"5042","1411632958.694048000","68","155.158.170.9","37.187.81.8","62227","443","118","2"
"5043","1411632958.694076000","68","37.187.81.8","155.158.170.9","443","62227","64","18"
"5044","1411632958.722804000","56","155.158.170.9","37.187.81.8","62223","443","118","16"
"5045","1411632958.723553000","56","155.158.170.9","37.187.81.8","62224","443","118","16"
"5046","1411632958.723766000","573","155.158.170.9","37.187.81.8","62224","443","118","24"
"5047","1411632958.723902000","573","155.158.170.9","37.187.81.8","62223","443","118","24"
"5048","1411632958.723922000","56","37.187.81.8","155.158.170.9","443","62224","64","16"
"5049","1411632958.724017000","56","37.187.81.8","155.158.170.9","443","62223","64","16"
"5050","1411632958.724899000","56","155.158.170.9","37.187.81.8","62225","443","118","16"
"5051","1411632958.725001000","573","155.158.170.9","37.187.81.8","62225","443","118","24"
"5052","1411632958.725015000","56","37.187.81.8","155.158.170.9","443","62225","64","16"
"5053","1411632958.725050000","56","155.158.170.9","37.187.81.8","62222","443","118","16"
"5054","1411632958.725858000","200","37.187.81.8","155.158.170.9","443","62224","64","24"
"5055","1411632958.726264000","624","155.158.170.9","37.187.81.8","62222","443","118","24"
"5056","1411632958.727470000","200","37.187.81.8","155.158.170.9","443","62223","64","24"
"5057","1411632958.728250000","200","37.187.81.8","155.158.170.9","443","62225","64","24"
"5058","1411632958.731934000","56","155.158.170.9","37.187.81.8","62226","443","118","16"
"5059","1411632958.732143000","56","155.158.170.9","37.187.81.8","62227","443","118","16"
"5060","1411632958.732547000","573","155.158.170.9","37.187.81.8","62226","443","118","24"
"5061","1411632958.732572000","56","37.187.81.8","155.158.170.9","443","62226","64","16"
"5062","1411632958.732804000","573","155.158.170.9","37.187.81.8","62227","443","118","24"
"5063","1411632958.732827000","56","37.187.81.8","155.158.170.9","443","62227","64","16"
"5064","1411632958.732951000","200","37.187.81.8","155.158.170.9","443","62226","64","24"
"5065","1411632958.733280000","200","37.187.81.8","155.158.170.9","443","62227","64","24"
"5066","1411632958.751503000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5067","1411632958.751595000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5068","1411632958.751621000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5069","1411632958.751652000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5070","1411632958.751675000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5071","1411632958.751720000","1261","37.187.81.8","155.158.170.9","443","62222","64","24"
"5072","1411632958.751876000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5073","1411632958.751901000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5074","1411632958.751928000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5075","1411632958.751991000","1516","37.187.81.8","155.158.170.9","443","62222","64","16"
"5076","1411632958.752034000","504","37.187.81.8","155.158.170.9","443","62222","64","24"
"5077","1411632958.764894000","107","155.158.170.9","37.187.81.8","62224","443","118","24"
"5078","1411632958.765204000","56","155.158.170.9","37.187.81.8","62224","443","118","17"
"5079","1411632958.765288000","87","37.187.81.8","155.158.170.9","443","62224","64","24"
"5080","1411632958.765370000","56","37.187.81.8","155.158.170.9","443","62224","64","17"
"5081","1411632958.766564000","107","155.158.170.9","37.187.81.8","62223","443","118","24"
"5082","1411632958.766783000","107","155.158.170.9","37.187.81.8","62225","443","118","24"
"5083","1411632958.767040000","56","155.158.170.9","37.187.81.8","62223","443","118","17"
"5084","1411632958.767167000","87","37.187.81.8","155.158.170.9","443","62223","64","24"
"5085","1411632958.767250000","56","37.187.81.8","155.158.170.9","443","62223","64","17"
"5086","1411632958.767301000","68","155.158.170.9","37.187.81.8","62228","443","118","2"
"5087","1411632958.767340000","68","37.187.81.8","155.158.170.9","443","62228","64","18"
"5088","1411632958.767433000","56","155.158.170.9","37.187.81.8","62225","443","118","17"
"5089","1411632958.767488000","87","37.187.81.8","155.158.170.9","443","62225","64","24"
"5090","1411632958.767575000","56","37.187.81.8","155.158.170.9","443","62225","64","17"
"5091","1411632958.768455000","68","155.158.170.9","37.187.81.8","62229","443","118","2"
"5092","1411632958.768483000","68","37.187.81.8","155.158.170.9","443","62229","64","18"
"5093","1411632958.768870000","68","155.158.170.9","37.187.81.8","62230","443","118","2"
"5094","1411632958.768922000","68","37.187.81.8","155.158.170.9","443","62230","64","18"
"5095","1411632958.771546000","107","155.158.170.9","37.187.81.8","62226","443","118","24"
"5096","1411632958.771857000","107","155.158.170.9","37.187.81.8","62227","443","118","24"
"5097","1411632958.772063000","56","155.158.170.9","37.187.81.8","62226","443","118","17"
"5098","1411632958.772192000","87","37.187.81.8","155.158.170.9","443","62226","64","24"
"5099","1411632958.772265000","56","37.187.81.8","155.158.170.9","443","62226","64","17"
"5100","1411632958.772336000","56","155.158.170.9","37.187.81.8","62227","443","118","17"
"5101","1411632958.772438000","87","37.187.81.8","155.158.170.9","443","62227","64","24"
"5102","1411632958.772512000","56","37.187.81.8","155.158.170.9","443","62227","64","17"
"5103","1411632958.773235000","68","155.158.170.9","37.187.81.8","62231","443","118","2"
"5104","1411632958.773275000","68","37.187.81.8","155.158.170.9","443","62231","64","18"
"5105","1411632958.773507000","68","155.158.170.9","37.187.81.8","62232","443","118","2"
"5106","1411632958.773531000","68","37.187.81.8","155.158.170.9","443","62232","64","18"
"5107","1411632958.827520000","56","155.158.170.9","37.187.81.8","62222","443","118","16"
"5108","1411632958.827743000","56","155.158.170.9","37.187.81.8","62224","443","118","20"
"5109","1411632958.828005000","56","155.158.170.9","37.187.81.8","62223","443","118","20"
"5110","1411632958.828140000","56","155.158.170.9","37.187.81.8","62225","443","118","20"
"5111","1411632958.828291000","56","155.158.170.9","37.187.81.8","62222","443","118","16"
"5112","1411632958.828556000","56","155.158.170.9","37.187.81.8","62228","443","118","16"
"5113","1411632958.828602000","56","155.158.170.9","37.187.81.8","62229","443","118","16"
"5114","1411632958.828834000","56","155.158.170.9","37.187.81.8","62226","443","118","20"
"5115","1411632958.829020000","56","155.158.170.9","37.187.81.8","62227","443","118","20"
"5116","1411632958.829257000","56","155.158.170.9","37.187.81.8","62230","443","118","16"
"5117","1411632958.829438000","56","155.158.170.9","37.187.81.8","62231","443","118","16"
"5118","1411632958.829731000","56","155.158.170.9","37.187.81.8","62232","443","118","16"
"5119","1411632958.830204000","573","155.158.170.9","37.187.81.8","62228","443","118","24"
"5120","1411632958.830257000","56","37.187.81.8","155.158.170.9","443","62228","64","16"
"5121","1411632958.830445000","573","155.158.170.9","37.187.81.8","62229","443","118","24"
"5122","1411632958.830468000","56","37.187.81.8","155.158.170.9","443","62229","64","16"
"5123","1411632958.830818000","573","155.158.170.9","37.187.81.8","62232","443","118","24"
"5124","1411632958.830829000","56","37.187.81.8","155.158.170.9","443","62232","64","16"
"5125","1411632958.830879000","573","155.158.170.9","37.187.81.8","62231","443","118","24"
"5126","1411632958.830893000","56","37.187.81.8","155.158.170.9","443","62231","64","16"
"5127","1411632958.830952000","200","37.187.81.8","155.158.170.9","443","62228","64","24"
"5128","1411632958.831356000","573","155.158.170.9","37.187.81.8","62230","443","118","24"
"5129","1411632958.831399000","56","37.187.81.8","155.158.170.9","443","62230","64","16"
"5130","1411632958.831614000","624","155.158.170.9","37.187.81.8","62222","443","118","24"
"5131","1411632958.831689000","200","37.187.81.8","155.158.170.9","443","62229","64","24"
"5132","1411632958.832252000","200","37.187.81.8","155.158.170.9","443","62232","64","24"
