frame.number,frame.time_epoch,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,ip.ttl,tcp.flags
"2264","1411631720.458015000","87","37.187.81.8","185.31.48.30","443","27123","64","24"
"2265","1411631720.458195000","56","37.187.81.8","185.31.48.30","443","27123","64","17"
"2266","1411631720.490902000","87","185.31.48.30","37.187.81.8","27123","443","119","24"
"2267","1411631720.490908000","56","185.31.48.30","37.187.81.8","27123","443","119","17"
"2268","1411631720.490950000","56","37.187.81.8","185.31.48.30","443","27123","64","16"
"2269","1411631720.493074000","56","185.31.48.30","37.187.81.8","27123","443","119","20"
"2270","1411631720.495837000","76","144.0.0.63","37.187.81.8","55548","22","48","2"
"2271","1411631720.495869000","76","37.187.81.8","144.0.0.63","22","55548","64","18"
"2272","1411631720.518212000","76","144.0.0.63","37.187.81.8","55058","22","48","2"
"2273","1411631720.518258000","76","37.187.81.8","144.0.0.63","22","55058","64","18"
"2274","1411631720.607863000","76","37.187.81.8","144.0.0.63","22","55548","64","18"
"2275","1411631720.776863000","76","144.0.0.63","37.187.81.8","55123","22","48","2"
"2276","1411631720.776894000","76","37.187.81.8","144.0.0.63","22","55123","64","18"
"2277","1411631720.807867000","76","37.187.81.8","144.0.0.63","22","55123","64","18"
"2278","1411631721.043092000","76","144.0.0.63","37.187.81.8","55181","22","48","2"
"2279","1411631721.043126000","76","37.187.81.8","144.0.0.63","22","55181","64","18"
"2280","1411631721.407884000","76","37.187.81.8","144.0.0.63","22","55181","64","18"
"2281","1411631721.583517000","76","144.0.0.63","37.187.81.8","55321","22","48","2"
"2282","1411631721.583551000","76","37.187.81.8","144.0.0.63","22","55321","64","18"
"2283","1411631721.608896000","76","37.187.81.8","144.0.0.63","22","55245","64","18"
"2284","1411631721.809852000","76","37.187.81.8","144.0.0.63","22","55321","64","18"
"2285","1411631721.826310000","76","144.0.0.63","37.187.81.8","55383","22","48","2"
"2286","1411631721.826355000","76","37.187.81.8","144.0.0.63","22","55383","64","18"
"2287","1411631722.009881000","76","37.187.81.8","144.0.0.63","22","55383","64","18"
"2288","1411631722.084140000","76","144.0.0.63","37.187.81.8","55430","22","48","2"
"2289","1411631722.084165000","76","37.187.81.8","144.0.0.63","22","55430","64","18"
"2290","1411631722.210878000","76","37.187.81.8","144.0.0.63","22","55475","64","18"
"2291","1411631722.348994000","76","144.0.0.63","37.187.81.8","55475","22","48","2"
"2292","1411631722.349035000","76","37.187.81.8","144.0.0.63","22","55475","64","18"
"2293","1411631722.410879000","76","37.187.81.8","144.0.0.63","22","55430","64","18"
"2294","1411631722.609878000","76","37.187.81.8","144.0.0.63","22","55548","64","18"
"2295","1411631722.628752000","76","144.0.0.63","37.187.81.8","55548","22","48","2"
"2296","1411631722.628786000","76","37.187.81.8","144.0.0.63","22","55548","64","18"
"2297","1411631724.409861000","76","37.187.81.8","144.0.0.63","22","55001","64","18"
"2298","1411631724.409872000","76","37.187.81.8","144.0.0.63","22","55058","64","18"
"2299","1411631724.538327000","76","144.0.0.63","37.187.81.8","55001","22","48","2"
"2300","1411631724.538363000","76","37.187.81.8","144.0.0.63","22","55001","64","18"
"2301","1411631724.777976000","76","144.0.0.63","37.187.81.8","55058","22","48","2"
"2302","1411631724.778036000","76","37.187.81.8","144.0.0.63","22","55058","64","18"
"2303","1411631724.809882000","76","37.187.81.8","144.0.0.63","22","55123","64","18"
"2304","1411631725.054005000","76","144.0.0.63","37.187.81.8","55123","22","48","2"
"2305","1411631725.054048000","76","37.187.81.8","144.0.0.63","22","55123","64","18"
"2306","1411631725.333646000","76","144.0.0.63","37.187.81.8","55181","22","48","2"
"2307","1411631725.333729000","76","37.187.81.8","144.0.0.63","22","55181","64","18"
"2308","1411631725.346864000","68","185.31.48.30","37.187.81.8","27816","443","119","2"
"2309","1411631725.346908000","68","37.187.81.8","185.31.48.30","443","27816","64","18"
"2310","1411631725.381998000","56","185.31.48.30","37.187.81.8","27816","443","119","16"
"2311","1411631725.382603000","573","185.31.48.30","37.187.81.8","27816","443","119","24"
"2312","1411631725.382636000","56","37.187.81.8","185.31.48.30","443","27816","64","16"
"2313","1411631725.383054000","200","37.187.81.8","185.31.48.30","443","27816","64","24"
"2314","1411631725.410855000","76","37.187.81.8","144.0.0.63","22","55181","64","18"
"2315","1411631725.418747000","107","185.31.48.30","37.187.81.8","27816","443","119","24"
"2316","1411631725.419381000","717","185.31.48.30","37.187.81.8","27816","443","119","24"
"2317","1411631725.419404000","56","37.187.81.8","185.31.48.30","443","27816","64","16"
"2318","1411631725.467324000","540","37.187.81.8","185.31.48.30","443","27816","64","24"
"2319","1411631725.607906000","76","144.0.0.63","37.187.81.8","55245","22","48","2"
"2320","1411631725.607937000","76","37.187.81.8","144.0.0.63","22","55245","64","18"
"2321","1411631725.609846000","76","37.187.81.8","144.0.0.63","22","55245","64","18"
"2322","1411631725.705659000","56","185.31.48.30","37.187.81.8","27816","443","119","16"
"2323","1411631725.860420000","76","144.0.0.63","37.187.81.8","55321","22","48","2"
"2324","1411631725.860445000","76","37.187.81.8","144.0.0.63","22","55321","64","18"
"2325","1411631726.010851000","76","37.187.81.8","144.0.0.63","22","55321","64","18"
"2326","1411631726.010870000","76","37.187.81.8","144.0.0.63","22","55383","64","18"
"2327","1411631726.118799000","76","144.0.0.63","37.187.81.8","55383","22","48","2"
"2328","1411631726.118833000","76","37.187.81.8","144.0.0.63","22","55383","64","18"
"2329","1411631726.363951000","76","144.0.0.63","37.187.81.8","55430","22","48","2"
"2330","1411631726.363995000","76","37.187.81.8","144.0.0.63","22","55430","64","18"
"2331","1411631726.409898000","76","37.187.81.8","144.0.0.63","22","55475","64","18"
"2332","1411631726.409917000","76","37.187.81.8","144.0.0.63","22","55430","64","18"
"2333","1411631726.615891000","76","144.0.0.63","37.187.81.8","55475","22","48","2"
"2334","1411631726.615938000","76","37.187.81.8","144.0.0.63","22","55475","64","18"
"2335","1411631726.810904000","76","37.187.81.8","144.0.0.63","22","55548","64","18"
"2336","1411631726.865429000","76","144.0.0.63","37.187.81.8","55548","22","48","2"
"2337","1411631726.865455000","76","37.187.81.8","144.0.0.63","22","55548","64","18"
"2338","1411631728.553695000","76","37.187.65.250","37.187.81.8","42359","25","62","2"
"2339","1411631728.553717000","56","37.187.81.8","37.187.65.250","25","42359","64","20"
"2340","1411631728.561024000","76","37.187.65.250","37.187.81.8","40085","80","62","2"
"2341","1411631728.561070000","76","37.187.81.8","37.187.65.250","80","40085","64","18"
"2342","1411631728.561406000","68","37.187.65.250","37.187.81.8","40085","80","62","16"
"2343","1411631728.562136000","68","37.187.65.250","37.187.81.8","40085","80","62","20"
"2344","1411631728.569997000","76","37.187.65.250","37.187.81.8","49542","3389","62","2"
"2345","1411631728.570036000","56","37.187.81.8","37.187.65.250","3389","49542","64","20"
"2346","1411631728.578804000","76","37.187.65.250","37.187.81.8","37089","53","62","2"
"2347","1411631728.578866000","76","37.187.81.8","37.187.65.250","53","37089","64","18"
"2348","1411631728.579204000","68","37.187.65.250","37.187.81.8","37089","53","62","16"
"2349","1411631728.579212000","68","37.187.65.250","37.187.81.8","37089","53","62","20"
"2350","1411631728.591138000","76","37.187.65.250","37.187.81.8","41709","22","62","2"
"2351","1411631728.591204000","76","37.187.81.8","37.187.65.250","22","41709","64","18"
"2352","1411631728.591493000","68","37.187.65.250","37.187.81.8","41709","22","62","16"
"2353","1411631728.591664000","68","37.187.65.250","37.187.81.8","41709","22","62","20"
"2354","1411631728.665201000","76","37.187.65.250","37.187.81.8","53044","443","62","2"
"2355","1411631728.665241000","76","37.187.81.8","37.187.65.250","443","53044","64","18"
"2356","1411631728.665491000","68","37.187.65.250","37.187.81.8","53044","443","62","16"
"2357","1411631728.665545000","68","37.187.65.250","37.187.81.8","53044","443","62","20"
"2358","1411631730.471603000","87","37.187.81.8","185.31.48.30","443","27816","64","24"
"2359","1411631730.471696000","56","37.187.81.8","185.31.48.30","443","27816","64","17"
"2360","1411631730.506640000","56","185.31.48.30","37.187.81.8","27816","443","119","16"
"2361","1411631730.506820000","56","185.31.48.30","37.187.81.8","27816","443","119","17"
"2362","1411631730.506878000","56","37.187.81.8","185.31.48.30","443","27816","64","16"
"2363","1411631732.411856000","76","37.187.81.8","144.0.0.63","22","55001","64","18"
"2364","1411631732.411874000","76","37.187.81.8","144.0.0.63","22","55058","64","18"
"2365","1411631733.011896000","76","37.187.81.8","144.0.0.63","22","55123","64","18"
"2366","1411631733.183442000","76","144.0.0.63","37.187.81.8","55058","22","48","2"
"2367","1411631733.183484000","76","37.187.81.8","144.0.0.63","22","55058","64","18"
"2368","1411631733.412374000","76","37.187.81.8","144.0.0.63","22","55181","64","18"
"2369","1411631733.450485000","76","144.0.0.63","37.187.81.8","55123","22","48","2"
"2370","1411631733.450559000","76","37.187.81.8","144.0.0.63","22","55123","64","18"
"2371","1411631733.611891000","76","37.187.81.8","144.0.0.63","22","55245","64","18"
"2372","1411631733.714750000","76","144.0.0.63","37.187.81.8","55181","22","48","2"
"2373","1411631733.714773000","76","37.187.81.8","144.0.0.63","22","55181","64","18"
"2374","1411631733.977988000","76","144.0.0.63","37.187.81.8","55245","22","48","2"
"2375","1411631733.978033000","76","37.187.81.8","144.0.0.63","22","55245","64","18"
"2376","1411631734.011880000","76","37.187.81.8","144.0.0.63","22","55321","64","18"
"2377","1411631734.011911000","76","37.187.81.8","144.0.0.63","22","55383","64","18"
"2378","1411631734.226331000","76","144.0.0.63","37.187.81.8","55321","22","48","2"
"2379","1411631734.226368000","76","37.187.81.8","144.0.0.63","22","55321","64","18"
"2380","1411631734.411860000","76","37.187.81.8","144.0.0.63","22","55475","64","18"
"2381","1411631734.411871000","76","37.187.81.8","144.0.0.63","22","55430","64","18"
"2382","1411631734.471353000","76","144.0.0.63","37.187.81.8","55383","22","48","2"
"2383","1411631734.471375000","76","37.187.81.8","144.0.0.63","22","55383","64","18"
"2384","1411631734.719891000","76","144.0.0.63","37.187.81.8","55430","22","48","2"
"2385","1411631734.719915000","76","37.187.81.8","144.0.0.63","22","55430","64","18"
"2386","1411631734.812858000","76","37.187.81.8","144.0.0.63","22","55548","64","18"
"2387","1411631734.991238000","76","144.0.0.63","37.187.81.8","55475","22","48","2"
"2388","1411631734.991261000","76","37.187.81.8","144.0.0.63","22","55475","64","18"
"2389","1411631735.241527000","76","144.0.0.63","37.187.81.8","55548","22","48","2"
"2390","1411631735.241549000","76","37.187.81.8","144.0.0.63","22","55548","64","18"
"2391","1411631735.341732000","68","185.31.48.30","37.187.81.8","18657","443","119","2"
"2392","1411631735.341780000","68","37.187.81.8","185.31.48.30","443","18657","64","18"
"2393","1411631735.376925000","56","185.31.48.30","37.187.81.8","18657","443","119","16"
"2394","1411631735.377578000","573","185.31.48.30","37.187.81.8","18657","443","119","24"
"2395","1411631735.377620000","56","37.187.81.8","185.31.48.30","443","18657","64","16"
"2396","1411631735.378442000","200","37.187.81.8","185.31.48.30","443","18657","64","24"
"2397","1411631735.413871000","107","185.31.48.30","37.187.81.8","18657","443","119","24"
"2398","1411631735.414367000","717","185.31.48.30","37.187.81.8","18657","443","119","24"
"2399","1411631735.414405000","56","37.187.81.8","185.31.48.30","443","18657","64","16"
"2400","1411631735.451303000","540","37.187.81.8","185.31.48.30","443","18657","64","24"
"2401","1411631735.683314000","56","185.31.48.30","37.187.81.8","18657","443","119","16"
"2402","1411631740.456145000","87","37.187.81.8","185.31.48.30","443","18657","64","24"
"2403","1411631740.456231000","56","37.187.81.8","185.31.48.30","443","18657","64","17"
"2404","1411631740.491109000","56","185.31.48.30","37.187.81.8","18657","443","119","16"
"2405","1411631740.491296000","56","185.31.48.30","37.187.81.8","18657","443","119","17"
"2406","1411631740.491312000","56","37.187.81.8","185.31.48.30","443","18657","64","16"
"2407","1411631742.716155000","76","86.12.80.86","37.187.81.8","34199","22898","54","2"
"2408","1411631742.716185000","56","37.187.81.8","86.12.80.86","22898","34199","64","20"
"2409","1411631745.340124000","68","185.31.48.30","37.187.81.8","34758","443","119","2"
"2410","1411631745.340168000","68","37.187.81.8","185.31.48.30","443","34758","64","18"
"2411","1411631745.375180000","56","185.31.48.30","37.187.81.8","34758","443","119","16"
"2412","1411631745.375861000","573","185.31.48.30","37.187.81.8","34758","443","119","24"
"2413","1411631745.375905000","56","37.187.81.8","185.31.48.30","443","34758","64","16"
"2414","1411631745.376268000","200","37.187.81.8","185.31.48.30","443","34758","64","24"
"2415","1411631745.411774000","107","185.31.48.30","37.187.81.8","34758","443","119","24"
"2416","1411631745.412294000","717","185.31.48.30","37.187.81.8","34758","443","119","24"
"2417","1411631745.412338000","56","37.187.81.8","185.31.48.30","443","34758","64","16"
"2418","1411631745.446985000","540","37.187.81.8","185.31.48.30","443","34758","64","24"
"2419","1411631745.679061000","56","185.31.48.30","37.187.81.8","34758","443","119","16"
"2420","1411631748.418851000","76","37.187.81.8","144.0.0.63","22","55001","64","18"
"2421","1411631748.618860000","76","37.187.81.8","144.0.0.63","22","55058","64","18"
"2422","1411631749.017854000","76","37.187.81.8","144.0.0.63","22","55123","64","18"
"2423","1411631749.417871000","76","37.187.81.8","144.0.0.63","22","55181","64","18"
"2424","1411631749.617859000","76","37.187.81.8","144.0.0.63","22","55245","64","18"
"2425","1411631750.017883000","76","37.187.81.8","144.0.0.63","22","55321","64","18"
"2426","1411631750.149548000","76","144.0.0.63","37.187.81.8","55058","22","48","2"
"2427","1411631750.149573000","76","37.187.81.8","144.0.0.63","22","55058","64","18"
"2428","1411631750.218744000","76","37.187.81.8","144.0.0.63","22","55383","64","18"
"2429","1411631750.417896000","76","37.187.81.8","144.0.0.63","22","55475","64","18"
"2430","1411631750.417934000","76","37.187.81.8","144.0.0.63","22","55430","64","18"
"2431","1411631750.435913000","76","144.0.0.63","37.187.81.8","55123","22","48","2"
"2432","1411631750.435938000","76","37.187.81.8","144.0.0.63","22","55123","64","18"
"2433","1411631750.448556000","87","37.187.81.8","185.31.48.30","443","34758","64","24"
"2434","1411631750.448684000","56","37.187.81.8","185.31.48.30","443","34758","64","17"
"2435","1411631750.483452000","56","185.31.48.30","37.187.81.8","34758","443","119","16"
"2436","1411631750.483679000","56","185.31.48.30","37.187.81.8","34758","443","119","17"
"2437","1411631750.483708000","56","37.187.81.8","185.31.48.30","443","34758","64","16"
"2438","1411631750.695116000","76","144.0.0.63","37.187.81.8","55181","22","48","2"
"2439","1411631750.695149000","76","37.187.81.8","144.0.0.63","22","55181","64","18"
"2440","1411631750.818884000","76","37.187.81.8","144.0.0.63","22","55548","64","18"
"2441","1411631750.983920000","76","144.0.0.63","37.187.81.8","55245","22","48","2"
"2442","1411631750.983972000","76","37.187.81.8","144.0.0.63","22","55245","64","18"
"2443","1411631751.240364000","76","144.0.0.63","37.187.81.8","55321","22","48","2"
"2444","1411631751.240413000","76","37.187.81.8","144.0.0.63","22","55321","64","18"
"2445","1411631751.495080000","76","144.0.0.63","37.187.81.8","55383","22","48","2"
"2446","1411631751.495104000","76","37.187.81.8","144.0.0.63","22","55383","64","18"
"2447","1411631751.794410000","76","144.0.0.63","37.187.81.8","55430","22","48","2"
"2448","1411631751.794445000","76","37.187.81.8","144.0.0.63","22","55430","64","18"
"2449","1411631752.083522000","76","144.0.0.63","37.187.81.8","55475","22","48","2"
"2450","1411631752.083559000","76","37.187.81.8","144.0.0.63","22","55475","64","18"
"2451","1411631752.340088000","76","144.0.0.63","37.187.81.8","55548","22","48","2"
"2452","1411631752.340109000","76","37.187.81.8","144.0.0.63","22","55548","64","18"
"2453","1411631755.344096000","68","185.31.48.30","37.187.81.8","20325","443","119","2"
"2454","1411631755.344136000","68","37.187.81.8","185.31.48.30","443","20325","64","18"
"2455","1411631755.379091000","56","185.31.48.30","37.187.81.8","20325","443","119","16"
"2456","1411631755.379722000","573","185.31.48.30","37.187.81.8","20325","443","119","24"
"2457","1411631755.379752000","56","37.187.81.8","185.31.48.30","443","20325","64","16"
"2458","1411631755.380373000","200","37.187.81.8","185.31.48.30","443","20325","64","24"
"2459","1411631755.415853000","107","185.31.48.30","37.187.81.8","20325","443","119","24"
"2460","1411631755.416382000","717","185.31.48.30","37.187.81.8","20325","443","119","24"
"2461","1411631755.416401000","56","37.187.81.8","185.31.48.30","443","20325","64","16"
"2462","1411631755.457224000","540","37.187.81.8","185.31.48.30","443","20325","64","24"
"2463","1411631755.694803000","56","185.31.48.30","37.187.81.8","20325","443","119","16"
"2464","1411631760.460373000","87","37.187.81.8","185.31.48.30","443","20325","64","24"
"2465","1411631760.460552000","56","37.187.81.8","185.31.48.30","443","20325","64","17"
"2466","1411631760.496807000","56","185.31.48.30","37.187.81.8","20325","443","119","16"
"2467","1411631760.496813000","56","185.31.48.30","37.187.81.8","20325","443","119","17"
"2468","1411631760.496838000","56","37.187.81.8","185.31.48.30","443","20325","64","16"
"2469","1411631765.344705000","68","185.31.48.30","37.187.81.8","32450","443","119","2"
"2470","1411631765.344751000","68","37.187.81.8","185.31.48.30","443","32450","64","18"
"2471","1411631765.379738000","56","185.31.48.30","37.187.81.8","32450","443","119","16"
"2472","1411631765.380362000","573","185.31.48.30","37.187.81.8","32450","443","119","24"
"2473","1411631765.380394000","56","37.187.81.8","185.31.48.30","443","32450","64","16"
"2474","1411631765.380835000","200","37.187.81.8","185.31.48.30","443","32450","64","24"
"2475","1411631765.416103000","107","185.31.48.30","37.187.81.8","32450","443","119","24"
"2476","1411631765.416622000","717","185.31.48.30","37.187.81.8","32450","443","119","24"
"2477","1411631765.416643000","56","37.187.81.8","185.31.48.30","443","32450","64","16"
"2478","1411631765.457324000","540","37.187.81.8","185.31.48.30","443","32450","64","24"
"2479","1411631765.693533000","56","185.31.48.30","37.187.81.8","32450","443","119","16"
"2480","1411631770.462056000","87","37.187.81.8","185.31.48.30","443","32450","64","24"
"2481","1411631770.462140000","56","37.187.81.8","185.31.48.30","443","32450","64","17"
"2482","1411631770.497264000","56","185.31.48.30","37.187.81.8","32450","443","119","16"
"2483","1411631770.497446000","56","185.31.48.30","37.187.81.8","32450","443","119","17"
"2484","1411631770.497465000","56","37.187.81.8","185.31.48.30","443","32450","64","16"
"2485","1411631775.349477000","68","185.31.48.30","37.187.81.8","36253","443","119","2"
"2486","1411631775.349507000","68","37.187.81.8","185.31.48.30","443","36253","64","18"
"2487","1411631775.384428000","56","185.31.48.30","37.187.81.8","36253","443","119","16"
"2488","1411631775.385045000","573","185.31.48.30","37.187.81.8","36253","443","119","24"
"2489","1411631775.385070000","56","37.187.81.8","185.31.48.30","443","36253","64","16"
"2490","1411631775.385522000","200","37.187.81.8","185.31.48.30","443","36253","64","24"
"2491","1411631775.421030000","107","185.31.48.30","37.187.81.8","36253","443","119","24"
"2492","1411631775.421544000","717","185.31.48.30","37.187.81.8","36253","443","119","24"
"2493","1411631775.421576000","56","37.187.81.8","185.31.48.30","443","36253","64","16"
"2494","1411631775.460021000","540","37.187.81.8","185.31.48.30","443","36253","64","24"
"2495","1411631775.695108000","56","185.31.48.30","37.187.81.8","36253","443","119","16"
"2496","1411631778.159342000","76","144.0.0.63","37.187.81.8","14340","22","48","2"
"2497","1411631778.159394000","76","37.187.81.8","144.0.0.63","22","14340","64","18"
"2498","1411631778.436021000","76","144.0.0.63","37.187.81.8","14407","22","48","2"
"2499","1411631778.436070000","76","37.187.81.8","144.0.0.63","22","14407","64","18"
"2500","1411631779.205311000","76","144.0.0.63","37.187.81.8","14340","22","48","2"
"2501","1411631779.205364000","76","37.187.81.8","144.0.0.63","22","14340","64","18"
"2502","1411631779.221852000","76","37.187.81.8","144.0.0.63","22","14340","64","18"
"2503","1411631779.514720000","76","144.0.0.63","37.187.81.8","14407","22","48","2"
"2504","1411631779.514762000","76","37.187.81.8","144.0.0.63","22","14407","64","18"
"2505","1411631779.621891000","76","37.187.81.8","144.0.0.63","22","14407","64","18"
"2506","1411631780.465250000","87","37.187.81.8","185.31.48.30","443","36253","64","24"
"2507","1411631780.465337000","56","37.187.81.8","185.31.48.30","443","36253","64","17"
"2508","1411631780.498055000","87","185.31.48.30","37.187.81.8","36253","443","119","24"
"2509","1411631780.498102000","56","185.31.48.30","37.187.81.8","36253","443","119","17"
"2510","1411631780.498115000","56","37.187.81.8","185.31.48.30","443","36253","64","16"
"2511","1411631780.500407000","56","185.31.48.30","37.187.81.8","36253","443","119","20"
"2512","1411631781.221858000","76","37.187.81.8","144.0.0.63","22","14340","64","18"
"2513","1411631781.231930000","76","144.0.0.63","37.187.81.8","15085","22","48","2"
"2514","1411631781.231982000","76","37.187.81.8","144.0.0.63","22","15085","64","18"
"2515","1411631781.335875000","76","144.0.0.63","37.187.81.8","14340","22","48","2"
"2516","1411631781.335903000","76","37.187.81.8","144.0.0.63","22","14340","64","18"
"2517","1411631781.484197000","76","144.0.0.63","37.187.81.8","15170","22","48","2"
"2518","1411631781.484233000","76","37.187.81.8","144.0.0.63","22","15170","64","18"
"2519","1411631781.621900000","76","37.187.81.8","144.0.0.63","22","14407","64","18"
"2520","1411631781.632908000","76","144.0.0.63","37.187.81.8","14407","22","48","2"
"2521","1411631781.632938000","76","37.187.81.8","144.0.0.63","22","14407","64","18"
"2522","1411631781.747547000","76","144.0.0.63","37.187.81.8","15236","22","48","2"
"2523","1411631781.747586000","76","37.187.81.8","144.0.0.63","22","15236","64","18"
"2524","1411631781.981822000","76","144.0.0.63","37.187.81.8","15299","22","48","2"
"2525","1411631781.981854000","76","37.187.81.8","144.0.0.63","22","15299","64","18"
"2526","1411631782.281466000","76","144.0.0.63","37.187.81.8","15085","22","48","2"
"2527","1411631782.281497000","76","37.187.81.8","144.0.0.63","22","15085","64","18"
"2528","1411631782.491569000","76","144.0.0.63","37.187.81.8","15425","22","48","2"
"2529","1411631782.491613000","76","37.187.81.8","144.0.0.63","22","15425","64","18"
"2530","1411631782.531553000","76","144.0.0.63","37.187.81.8","15170","22","48","2"
"2531","1411631782.531588000","76","37.187.81.8","144.0.0.63","22","15170","64","18"
"2532","1411631782.622858000","76","37.187.81.8","144.0.0.63","22","15085","64","18"
"2533","1411631782.764938000","76","144.0.0.63","37.187.81.8","15483","22","48","2"
"2534","1411631782.764968000","76","37.187.81.8","144.0.0.63","22","15483","64","18"
"2535","1411631782.802288000","76","144.0.0.63","37.187.81.8","15236","22","48","2"
"2536","1411631782.802312000","76","37.187.81.8","144.0.0.63","22","15236","64","18"
"2537","1411631782.823864000","76","37.187.81.8","144.0.0.63","22","15170","64","18"
"2538","1411631783.018887000","76","144.0.0.63","37.187.81.8","15532","22","48","2"
"2539","1411631783.018938000","76","37.187.81.8","144.0.0.63","22","15532","64","18"
"2540","1411631783.021019000","76","144.0.0.63","37.187.81.8","15299","22","48","2"
"2541","1411631783.021047000","76","37.187.81.8","144.0.0.63","22","15299","64","18"
"2542","1411631783.022864000","76","37.187.81.8","144.0.0.63","22","15299","64","18"
"2543","1411631783.222863000","76","37.187.81.8","144.0.0.63","22","15236","64","18"
"2544","1411631783.313168000","76","144.0.0.63","37.187.81.8","15357","22","48","2"
"2545","1411631783.313206000","76","37.187.81.8","144.0.0.63","22","15357","64","18"
"2546","1411631783.549355000","76","144.0.0.63","37.187.81.8","15425","22","48","2"
"2547","1411631783.549394000","76","37.187.81.8","144.0.0.63","22","15425","64","18"
"2548","1411631783.622856000","76","37.187.81.8","144.0.0.63","22","15425","64","18"
"2549","1411631783.822439000","76","144.0.0.63","37.187.81.8","15483","22","48","2"
"2550","1411631783.822483000","76","37.187.81.8","144.0.0.63","22","15483","64","18"
"2551","1411631784.022859000","76","37.187.81.8","144.0.0.63","22","15532","64","18"
"2552","1411631784.071133000","76","144.0.0.63","37.187.81.8","15532","22","48","2"
"2553","1411631784.071169000","76","37.187.81.8","144.0.0.63","22","15532","64","18"
"2554","1411631784.222855000","76","37.187.81.8","144.0.0.63","22","15483","64","18"
"2555","1411631784.400284000","76","144.0.0.63","37.187.81.8","15085","22","48","2"
"2556","1411631784.400324000","76","37.187.81.8","144.0.0.63","22","15085","64","18"
"2557","1411631784.422858000","76","37.187.81.8","144.0.0.63","22","15357","64","18"
"2558","1411631784.623855000","76","37.187.81.8","144.0.0.63","22","15085","64","18"
"2559","1411631784.645463000","76","144.0.0.63","37.187.81.8","15170","22","48","2"
"2560","1411631784.645497000","76","37.187.81.8","144.0.0.63","22","15170","64","18"
"2561","1411631784.822856000","76","37.187.81.8","144.0.0.63","22","15170","64","18"
"2562","1411631784.901103000","76","144.0.0.63","37.187.81.8","15236","22","48","2"
"2563","1411631784.901144000","76","37.187.81.8","144.0.0.63","22","15236","64","18"
"2564","1411631785.023882000","76","37.187.81.8","144.0.0.63","22","15299","64","18"
"2565","1411631785.120860000","76","144.0.0.63","37.187.81.8","15299","22","48","2"
"2566","1411631785.120883000","76","37.187.81.8","144.0.0.63","22","15299","64","18"
"2567","1411631785.223879000","76","37.187.81.8","144.0.0.63","22","15236","64","18"
"2568","1411631785.223913000","76","37.187.81.8","144.0.0.63","22","14340","64","18"
"2569","1411631785.346077000","68","185.31.48.30","37.187.81.8","20612","443","119","2"
"2570","1411631785.346111000","68","37.187.81.8","185.31.48.30","443","20612","64","18"
"2571","1411631785.381349000","56","185.31.48.30","37.187.81.8","20612","443","119","16"
"2572","1411631785.381902000","573","185.31.48.30","37.187.81.8","20612","443","119","24"
"2573","1411631785.381934000","56","37.187.81.8","185.31.48.30","443","20612","64","16"
"2574","1411631785.382339000","200","37.187.81.8","185.31.48.30","443","20612","64","24"
"2575","1411631785.417820000","107","185.31.48.30","37.187.81.8","20612","443","119","24"
"2576","1411631785.418319000","717","185.31.48.30","37.187.81.8","20612","443","119","24"
"2577","1411631785.418340000","56","37.187.81.8","185.31.48.30","443","20612","64","16"
"2578","1411631785.422721000","76","144.0.0.63","37.187.81.8","15357","22","48","2"
"2579","1411631785.422740000","76","37.187.81.8","144.0.0.63","22","15357","64","18"
"2580","1411631785.453545000","540","37.187.81.8","185.31.48.30","443","20612","64","24"
"2581","1411631785.574482000","76","144.0.0.63","37.187.81.8","14340","22","48","2"
"2582","1411631785.574516000","76","37.187.81.8","144.0.0.63","22","14340","64","18"
"2583","1411631785.623878000","76","37.187.81.8","144.0.0.63","22","15425","64","18"
"2584","1411631785.623907000","76","37.187.81.8","144.0.0.63","22","14407","64","18"
"2585","1411631785.684246000","76","144.0.0.63","37.187.81.8","15425","22","48","2"
"2586","1411631785.684272000","76","37.187.81.8","144.0.0.63","22","15425","64","18"
"2587","1411631785.684880000","56","185.31.48.30","37.187.81.8","20612","443","119","16"
"2588","1411631785.870236000","76","144.0.0.63","37.187.81.8","14407","22","48","2"
"2589","1411631785.870276000","76","37.187.81.8","144.0.0.63","22","14407","64","18"
"2590","1411631785.959904000","76","144.0.0.63","37.187.81.8","15483","22","48","2"
"2591","1411631785.959947000","76","37.187.81.8","144.0.0.63","22","15483","64","18"
"2592","1411631786.023901000","76","37.187.81.8","144.0.0.63","22","15532","64","18"
"2593","1411631786.195857000","76","144.0.0.63","37.187.81.8","15532","22","48","2"
"2594","1411631786.195888000","76","37.187.81.8","144.0.0.63","22","15532","64","18"
"2595","1411631786.224858000","76","37.187.81.8","144.0.0.63","22","15483","64","18"
"2596","1411631786.424873000","76","37.187.81.8","144.0.0.63","22","15357","64","18"
"2597","1411631788.600080000","76","144.0.0.63","37.187.81.8","15085","22","48","2"
"2598","1411631788.600105000","76","37.187.81.8","144.0.0.63","22","15085","64","18"
"2599","1411631788.624856000","76","37.187.81.8","144.0.0.63","22","15085","64","18"
"2600","1411631788.824861000","76","37.187.81.8","144.0.0.63","22","15170","64","18"
"2601","1411631788.843714000","76","144.0.0.63","37.187.81.8","15170","22","48","2"
"2602","1411631788.843740000","76","37.187.81.8","144.0.0.63","22","15170","64","18"
